codigo,prompt_ia,descripcionNueva
5006,"Escribe una descripción comercial para una tienda de informática sobre el producto: Maletin Portanotebook Travel Engan.vali. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5008,"Escribe una descripción comercial para una tienda de informática sobre el producto: Maletin Portanotebook College Duncan Neg. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5009,"Escribe una descripción comercial para una tienda de informática sobre el producto: Funda Notebook - Netbook. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5012,"Escribe una descripción comercial para una tienda de informática sobre el producto: Maletin Portanotebool Travel Con Bolsi F. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5017,"Escribe una descripción comercial para una tienda de informática sobre el producto: Mochila College Killian 19 /22- Ve/az/fu. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5024,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 160 - Verde-- P/pizarra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5029,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Ezco Doppio Perm- Doble Punta N. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5039,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Sharpie Perman.ultra Fino Ne. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5043,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 100 Negro Permanente. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5044,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 160 - Rojo- P/pizarra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5051,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Pelikan 721-al Agua -verde-chan. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5053,"Escribe una descripción comercial para una tienda de informática sobre el producto: Microfibra Stabilo Point 88/46 Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5054,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 160 - Azul - P/pizarra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5062,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 8400  P/cd Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5063,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding Pintura 751 Rojo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5065,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Edding 180 Al Agua Negro-p.redo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5070,"Escribe una descripción comercial para una tienda de informática sobre el producto: Marcador Ezco X10 Unid Escolar. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5073,"Escribe una descripción comercial para una tienda de informática sobre el producto: Presupuesto Alianza Chico Duplicado. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5080,"Escribe una descripción comercial para una tienda de informática sobre el producto: Mojadedo Ota Goma Nro. 2. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5155,"Escribe una descripción comercial para una tienda de informática sobre el producto: Libreta Rayada S/indice N*50 - 80 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5184,"Escribe una descripción comercial para una tienda de informática sobre el producto: Dispenser Notas Post-it Estampado. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5186,"Escribe una descripción comercial para una tienda de informática sobre el producto: Notas Adhes.ezco-38x38 E-701-neon X4-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5189,"Escribe una descripción comercial para una tienda de informática sobre el producto: Notas Adhes.heyi 2 Tacos -50x38  X 100hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5193,"Escribe una descripción comercial para una tienda de informática sobre el producto: Notas Adhes.pizzini 75x75 Fluor 80hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5196,"Escribe una descripción comercial para una tienda de informática sobre el producto: Perfor. Metalica Mediana 455549 Con Guia-14 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5201,"Escribe una descripción comercial para una tienda de informática sobre el producto: Perfor  Plastica Mediana Dl8350 C/guia. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5227,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portaminas 0 5 Mm Simball  Colores. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5232,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portarrollo Grande Ezco 8898l 12x60. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
